0,10.375,18.375,0
1,9.625,17.625,0
2,10.75,18.375,0
3,10.375,18.75,0
4,9.0,17.0,0
5,8,14.375,0
6,8,13.625,0
7,8,14.75,0
8,8,13.25,0
9,7.0,13.0,0
10,2.375,6,0
11,1.625,6,0
12,2.75,6,0
13,1.25,6,0
14,1.0,5.0,0
15,7.0,15.0,0
16,6,0.375,0
17,6,-0.375,0
18,6,0.75,0
19,6,-0.75,0
20,5.0,-1.0,0
21,4.375,16,0
22,3.625,16,0
23,4.75,16,0
24,3.25,16,0
25,3.0,15.0,0
26,9.625,7.625,0
27,9.625,8.375,0
28,10.375,7.625,0
29,10.375,8.375,0
30,10.75,8,0
31,9.0,7.0,0
32,0.375,14,0
33,-0.375,14,0
34,0.75,14,0
35,-0.75,14,0
36,-1.0,13.0,0
37,0.375,0.375,0
38,-0.375,-0.375,0
39,-0.75,-0.375,0
40,-0.375,-0.75,0
41,-1.0,-1.0,0
42,1.625,11.625,0
43,1.625,12.375,0
44,2.375,11.625,0
45,2.375,12.375,0
46,2,11.25,0
47,1.0,11.0,0
48,10.375,2,0
49,9.625,2,0
50,10.75,2,0
51,9.25,2,0
52,9.0,1.0,0
53,6.375,13.625,0
54,5.625,14.375,0
55,5.25,14.375,0
56,5.625,14.75,0
57,5.0,13.0,0
58,3.0,9.0,0
59,3.625,-0.375,0
60,3.625,0.375,0
61,4.375,-0.375,0
62,4.375,0.375,0
63,4,-0.75,0
64,3.0,-1.0,0
65,-1.0,5.0,0
66,10.375,16,0
67,9.625,16,0
68,10.75,16,0
69,9.25,16,0
70,9.0,15.0,0
71,8,0.375,0
72,8,-0.375,0
73,8,0.75,0
74,8,-0.75,0
75,7.0,-1.0,0
76,2.375,4,0
77,1.625,4,0
78,2.75,4,0
79,1.25,4,0
80,1.0,3.0,0
81,8,18.375,0
82,8,17.625,0
83,8,18.75,0
84,8,17.25,0
85,7.0,17.0,0
86,10.375,10,0
87,9.625,10,0
88,10.75,10,0
89,9.25,10,0
90,9.0,9.0,0
91,3.625,17.625,0
92,3.625,18.375,0
93,4.375,17.625,0
94,4.375,18.375,0
95,4,18.75,0
96,3.0,17.0,0
97,1.0,9.0,0
98,8,8.375,0
99,8,7.625,0
100,8,8.75,0
101,8,7.25,0
102,7.0,7.0,0
103,10.375,12,0
104,9.625,12,0
105,10.75,12,0
106,9.25,12,0
107,9.0,11.0,0
108,10.375,-0.375,0
109,9.625,0.375,0
110,10.75,-0.375,0
111,10.375,-0.75,0
112,9.0,-1.0,0
113,-1.0,7.0,0
114,6.375,6,0
115,5.625,6,0
116,6.75,6,0
117,5.25,6,0
118,5.0,5.0,0
119,6.375,10,0
120,5.625,10,0
121,6.75,10,0
122,5.25,10,0
123,5.0,9.0,0
124,7.0,1.0,0
125,2.375,1.625,0
126,1.625,2.375,0
127,2.75,1.625,0
128,2.375,1.25,0
129,1.0,1.0,0
130,4.375,14,0
131,3.625,14,0
132,4.75,14,0
133,3.25,14,0
134,3.0,13.0,0
135,6.375,3.625,0
136,5.625,4.375,0
137,6.75,3.625,0
138,6.375,3.25,0
139,5.0,3.0,0
140,4.375,11.625,0
141,3.625,12.375,0
142,4.75,11.625,0
143,4.375,11.25,0
144,3.0,11.0,0
145,6.375,12,0
146,5.625,12,0
147,6.75,12,0
148,5.25,12,0
149,5.0,11.0,0
150,7.0,9.0,0
151,4.375,3.625,0
152,3.625,4.375,0
153,3.25,4.375,0
154,3.625,4.75,0
155,3.0,3.0,0
156,2.375,7.625,0
157,1.625,8.375,0
158,1.25,8.375,0
159,1.625,8.75,0
160,1.0,7.0,0
161,4.375,2,0
162,3.625,2,0
163,4.75,2,0
164,3.25,2,0
165,3.0,1.0,0
166,6,18.375,0
167,6,17.625,0
168,6,18.75,0
169,6,17.25,0
170,5.0,17.0,0
171,3.0,5.0,0
172,2,18.375,0
173,2,17.625,0
174,2,18.75,0
175,2,17.25,0
176,1.0,17.0,0
177,8,4,1
178,7.0,3.0,1
179,2,0.375,0
180,2,-0.375,0
181,2,0.75,0
182,2,-0.75,0
183,1.0,-1.0,0
184,0.375,16,0
185,-0.375,16,0
186,0.75,16,0
187,-0.75,16,0
188,-1.0,15.0,0
189,9.625,13.625,0
190,9.625,14.375,0
191,10.375,13.625,0
192,10.375,14.375,0
193,10.75,14,0
194,9.0,13.0,0
195,10.375,6,0
196,9.625,6,0
197,10.75,6,0
198,9.25,6,0
199,9.0,5.0,0
200,0.375,1.625,0
201,-0.375,2.375,0
202,-0.75,2.375,0
203,-0.375,2.75,0
204,-1.0,1.0,0
205,7.0,11.0,0
206,10.375,4,0
207,9.625,4,0
208,10.75,4,0
209,9.25,4,0
210,9.0,3.0,0
211,5.0,1.0,0
212,-1.0,3.0,0
213,5.0,15.0,0
214,0.375,12.375,0
215,-0.375,11.625,0
216,-0.75,11.625,0
217,-0.375,11.25,0
218,-1.0,11.0,0
219,2.375,16.375,0
220,1.625,16.375,0
221,2,16.75,0
222,1.0,15.0,0
223,7.0,5.0,0
224,2.375,14,0
225,1.625,14,0
226,2.75,14,0
227,1.25,14,0
228,1.0,13.0,0
229,0.375,17.625,0
230,-0.375,18.375,0
231,-0.75,18.375,0
232,-0.375,18.75,0
233,-1.0,17.0,0
234,-1.0,9.0,0
235,5.625,7.625,0
236,5.625,8.375,0
237,6.375,7.625,0
238,6.375,8.375,0
239,5.0,7.0,0
240,4,8.375,0
241,4,7.625,0
242,4,8.75,0
243,4,7.25,0
244,3.0,7.0,0
245,6.375,12,1.5
246,5.625,12,1.5
247,6.75,12,1.5
248,5.25,12,1.5
249,6.375,3.625,1.5
250,5.625,4.375,1.5
251,6.75,3.625,1.5
252,6.375,3.25,1.5
253,1.625,11.625,1.5
254,1.625,12.375,1.5
255,2.375,11.625,1.5
256,2.375,12.375,1.5
257,2,11.25,1.5
258,4.375,3.625,1.5
259,3.625,4.375,1.5
260,3.25,4.375,1.5
261,3.625,4.75,1.5
262,4.375,11.625,1.5
263,3.625,12.375,1.5
264,4.75,11.625,1.5
265,4.375,11.25,1.5
266,10.375,2,1.5
267,9.625,2,1.5
268,10.75,2,1.5
269,9.25,2,1.5
270,0.375,12.375,1.5
271,-0.375,11.625,1.5
272,-0.75,11.625,1.5
273,-0.375,11.25,1.5
274,9.625,13.625,1.5
275,9.625,14.375,1.5
276,10.375,13.625,1.5
277,10.375,14.375,1.5
278,10.75,14,1.5
279,2.375,14,1.5
280,1.625,14,1.5
281,2.75,14,1.5
282,1.25,14,1.5
283,9.625,7.625,1.5
284,9.625,8.375,1.5
285,10.375,7.625,1.5
286,10.375,8.375,1.5
287,10.75,8,1.5
288,2.375,7.625,1.5
289,1.625,8.375,1.5
290,1.25,8.375,1.5
291,1.625,8.75,1.5
292,10.375,16,1.5
293,9.625,16,1.5
294,10.75,16,1.5
295,9.25,16,1.5
296,2.375,4,1.5
297,1.625,4,1.5
298,2.75,4,1.5
299,1.25,4,1.5
300,0.375,17.625,1.5
301,-0.375,18.375,1.5
302,-0.75,18.375,1.5
303,-0.375,18.75,1.5
304,10.375,4,1.5
305,9.625,4,1.5
306,10.75,4,1.5
307,9.25,4,1.5
308,0.375,0.375,1.5
309,-0.375,-0.375,1.5
310,-0.75,-0.375,1.5
311,-0.375,-0.75,1.5
312,6,18.375,1.5
313,6,17.625,1.5
314,6,18.75,1.5
315,6,17.25,1.5
316,8,0.375,1.5
317,8,-0.375,1.5
318,8,0.75,1.5
319,8,-0.75,1.5
320,8,18.375,1.5
321,8,17.625,1.5
322,8,18.75,1.5
323,8,17.25,1.5
324,5.625,7.625,1.5
325,5.625,8.375,1.5
326,6.375,7.625,1.5
327,6.375,8.375,1.5
328,2.375,6,1.5
329,1.625,6,1.5
330,2.75,6,1.5
331,1.25,6,1.5
332,10.375,10,1.5
333,9.625,10,1.5
334,10.75,10,1.5
335,9.25,10,1.5
336,4,8.375,1.5
337,4,7.625,1.5
338,4,8.75,1.5
339,4,7.25,1.5
340,2,18.375,1.5
341,2,17.625,1.5
342,2,18.75,1.5
343,2,17.25,1.5
344,10.375,-0.375,1.5
345,9.625,0.375,1.5
346,10.75,-0.375,1.5
347,10.375,-0.75,1.5
348,3.625,17.625,1.5
349,3.625,18.375,1.5
350,4.375,17.625,1.5
351,4.375,18.375,1.5
352,4,18.75,1.5
