1,0.25
2,0.75
3,0.25
4,1.0
5,0.25
6,0.75
7,0.25
8,0.25
9,1.0
10,0.25
11,0.75
12,0.25
13,0.875
14,0.25
15,0.75
16,0.25
17,1.0
18,0.25
19,0.25
20,1.25
21,0.25
22,1.0
23,0.25
24,0.25
25,0.875
26,0.25
27,0.75
28,0.25
29,0.75
30,0.25
31,1.0
32,0.25
33,0.875
34,0.25
35,1.0
36,0.75
37,1.125
38,0.875
39,1.0
40,0.875
41,1.125
42,0.25
43,0.25
44,0.75
45,0.25
46,0.75
47,0.25
48,0.875
49,0.25
50,0.75
51,0.25
52,0.75
53,0.25
54,0.25
55,0.875
56,1.0
57,1.125
58,0.25
59,0.75
60,0.25
61,0.875
62,0.25
63,0.75
64,0.25
65,0.25
66,0.75
67,0.25
68,0.75
69,0.25
70,0.75
71,0.25
72,0.25
73,0.25
74,0.75
75,0.25
76,0.75
77,0.25
78,0.75
79,1.0
80,0.25
81,0.25
82,0.75
83,0.25
84,0.75
85,0.25
86,0.25
87,0.875
88,0.875
89,0.875
90,1.0
91,0.875
92,0.25
93,1.0
94,0.25
95,0.25
96,0.875
97,0.25
98,0.75
99,0.25
100,1.0
101,0.25
102,0.75
103,0.25
104,0.25
105,1.0
106,0.25
107,1.0
108,0.875
109,0.875
110,0.75
111,1.25
112,0.25
113,1.0
114,1.0
115,1.125
116,1.25
117,1.0
118,0.875
119,0.875
120,1.0
121,0.75
122,0.875
123,0.875
124,1.0
125,0.25
126,0.75
127,1.0
128,0.25
129,0.25
130,0.875
131,0.25
132,0.75
133,0.25
134,0.875
135,0.25
136,0.75
137,0.25
138,0.25
139,1.0
140,0.25
141,0.75
142,0.25
143,0.75
144,0.25
145,0.25
146,1.0
147,0.25
148,0.75
149,1.0
150,0.25
151,0.25
152,0.75
153,0.25
154,0.75
155,0.25
156,0.75
157,0.25
158,0.75
159,0.875
160,0.875
161,0.25
162,0.75
163,0.25
164,1.0
165,0.25
166,0.75
167,0.25
168,0.75
169,0.25
170,0.75
171,0.25
172,0.75
173,0.25
174,0.25
175,0.75
176,0.75
177,1.0
178,0.25
179,0.75
180,0.25
181,0.25
182,0.75
183,0.25
184,0.75
185,0.25
186,1.0
187,0.875
188,1.0
189,0.25
190,0.25
191,0.75
192,0.25
193,0.75
194,0.25
195,0.875
196,0.75
197,1.25
198,1.0
199,0.25
200,1.25
201,0.75
202,1.0
203,0.25
204,1.0
205,0.75
206,0.25
207,0.75
208,0.25
209,0.75
210,0.25
211,0.75
212,0.25
213,0.25
214,0.75
215,0.25
216,0.25
217,0.75
218,0.25
219,0.75
220,1.125
221,0.25
222,1.0
223,1.0
224,1.0
225,0.75
226,1.0
227,0.25
228,0.25
229,1.25
230,0.25
231,0.25
232,0.875
233,0.25
234,1.0
235,0.25
236,0.75
237,0.75
238,1.0
239,1.125
240,1.0
241,0.25
242,0.875
243,0.25
244,0.25
245,0.75
246,0.25
247,0.75
248,0.25
249,0.75
250,0.25
251,0.75
252,0.25
253,0.75
254,0.25
255,0.75
256,1.0
257,0.875
258,0.875
259,1.0
260,0.75
261,0.25
262,0.75
263,0.25
264,0.75
265,0.25
266,0.25
267,0.75
268,0.25
269,0.75
270,0.25
271,0.25
272,0.75
273,0.25
274,1.0
275,1.0
276,1.0
277,0.875
278,1.0
279,1.0
280,0.25
281,0.75
282,1.0
283,0.25
284,1.0
285,0.25
286,1.0
287,0.25
288,0.25
289,0.75
290,0.25
291,0.75
292,0.875
293,1.0
294,0.25
295,0.75
296,0.25
297,0.25
298,0.75
299,0.25
300,0.75
301,0.875
302,1.0
303,0.25
304,0.25
305,0.75
306,0.25
307,1.0
308,0.25
309,0.75
310,0.875
311,1.0
312,1.25
313,0.25
314,0.25
315,1.0
316,0.25
317,0.75
318,0.25
319,0.25
320,0.75
321,0.25
322,0.75
323,0.25
324,0.75
325,0.25
326,0.75
327,0.25
328,0.75
329,1.0
330,0.75
331,1.125
332,1.0
333,0.75
334,1.125
335,0.25
336,0.25
337,1.0
338,0.25
339,1.0
340,0.25
341,0.75
342,0.25
343,1.0
344,0.25
345,0.25
346,1.0
347,0.25
348,0.75
349,1.0
350,1.0
351,0.25
352,1.0
353,0.25
354,0.75
355,0.25
356,0.75
357,0.25
358,1.0
359,0.25
360,0.75
361,0.25
362,0.75
363,0.25
364,0.875
365,0.25
366,1.0
367,1.125
368,1.0
369,0.75
370,0.25
371,0.25
372,0.75
373,0.25
374,0.75
375,0.25
376,0.75
377,0.25
378,1.0
379,0.25
380,1.0
381,0.25
382,0.25
383,0.75
384,0.25
385,0.75
386,0.25
387,0.875
388,0.25
389,1.0
390,0.25
391,0.75
392,0.25
393,0.75
394,0.25
395,0.25
396,1.0
397,1.0
398,0.875
399,0.25
400,0.75
401,0.25
402,0.875
403,0.25
404,0.75
405,0.25
406,0.75
407,1.0
408,0.875
409,1.125
410,0.25
411,0.875
412,0.25
413,0.25
414,0.75
415,0.25
416,0.75
417,0.25
418,1.0
419,0.25
420,0.75
421,0.25
422,0.25
423,0.75
424,0.25
425,0.75
426,1.0
427,0.25
428,0.875
429,1.125
430,0.875
431,0.875
432,0.25
433,0.25
434,1.0
435,0.25
436,0.75
437,0.25
438,1.0
439,0.25
440,0.75
441,0.25
442,0.25
443,0.75
444,0.25
445,1.0
446,0.25
447,0.875
448,0.25
449,0.75
450,0.25
451,0.75
452,0.25
453,1.0
454,0.75
455,1.0
456,0.25
457,0.25
458,0.75
459,0.25
460,0.75
461,0.25
462,0.25
463,0.75
464,1.0
465,0.25
466,0.25
467,0.25
468,0.75
469,0.25
470,0.875
471,0.25
472,0.75
473,0.25
474,0.75
475,0.25
476,0.75
477,0.25
478,1.0
479,0.25
480,0.25
481,0.75
482,0.25
483,0.75
484,0.25
485,0.25
486,0.875
487,1.25
488,0.75
489,0.25
490,1.0
491,0.25
492,0.25
493,0.75
494,0.25
495,1.0
496,0.25
497,1.0
498,0.25
499,1.0
500,0.25
501,1.0
502,0.25
503,1.0
504,0.25
505,0.25
506,0.75
507,0.25
508,0.75
509,0.25
510,0.75
511,0.25
512,0.25
513,0.75
514,0.25
515,0.25
516,0.75
517,0.25
518,0.75
519,1.0
520,1.0
521,0.25
522,0.875
523,0.25
524,0.75
525,0.25
526,0.75
527,0.25
528,0.25
529,0.25
530,1.0
531,0.25
532,0.75
533,0.25
534,0.875
535,1.0
536,0.75
537,0.25
538,1.0
539,0.25
540,0.75
541,0.25
542,0.75
543,0.25
544,0.25
545,1.0
546,1.125
547,0.75
548,0.25
549,0.75
550,0.25
551,0.75
552,0.25
553,0.75
554,0.25
555,1.0
556,0.25
557,1.0
558,0.25
559,0.75
560,0.25
561,0.25
562,0.75
563,0.25
564,1.0
565,0.25
566,1.0
567,0.25
568,1.0
569,0.25
570,0.25
571,0.75
572,1.25
573,0.25
574,0.25
575,0.75
576,0.25
577,1.0
578,0.25
579,0.25
580,0.75
581,1.125
582,1.0
583,1.0
584,0.875
585,0.75
586,1.0
587,0.25
588,1.0
589,0.25
590,0.75
591,0.25
592,0.875
593,0.25
594,0.25
595,0.25
596,0.75
597,0.25
598,0.75
599,0.25
600,0.75
601,0.25
602,0.75
603,0.25
604,0.75
605,0.25
606,0.75
607,0.25
608,1.25
609,0.75
610,0.25
611,1.125
612,0.25
613,0.75
614,0.25
615,0.25
616,0.875
617,0.25
618,0.75
619,0.25
620,0.75
621,0.25
622,1.0
623,0.25
624,0.75
625,0.25
626,0.75
627,0.25
628,0.25
629,0.75
630,0.25
631,0.75
632,0.25
633,0.75
634,0.875
635,0.875
636,0.25
637,0.75
638,0.25
639,0.25
640,0.75
641,0.25
642,1.0
643,0.25
644,0.75
645,0.25
646,0.25
647,0.75
648,0.25
649,1.0
650,0.25
651,0.25
652,0.75
653,0.25
654,1.0
655,0.25
656,0.75
657,0.25
658,0.25
659,1.0
660,0.25
661,0.75
662,0.25
663,0.75
664,1.0
665,0.75
666,0.25
667,0.75
668,0.25
669,0.75
670,0.25
671,0.875
672,0.25
673,0.75
674,0.25
675,0.875
676,0.25
677,0.25
678,0.75
679,0.25
680,1.0
681,1.0
682,1.0
683,0.25
684,0.25
685,0.75
686,0.25
687,0.75
688,0.25
689,0.75
690,0.875
691,1.125
692,0.25
693,0.75
694,0.25
695,0.75
696,0.25
697,0.25
698,0.75
699,0.25
700,0.75
701,0.25
702,0.75
703,0.25
704,0.75
705,0.25
706,1.0
707,0.875
708,0.875
709,0.25
710,1.0
711,1.125
712,1.0
713,0.25
714,0.75
715,0.25
716,1.0
717,0.25
718,0.75
719,0.25
720,0.75
721,1.0
722,0.75
723,0.25
724,0.75
725,0.25
726,0.75
727,0.25
728,0.875
729,0.25
730,1.0
731,0.25
732,0.25
733,0.75
734,0.25
735,0.75
736,0.25
737,0.875
738,0.25
739,0.75
740,0.25
741,0.75
742,0.25
743,0.25
744,0.75
745,0.25
746,0.75
747,0.25
748,0.875
749,0.25
750,0.75
751,0.25
752,0.75
753,1.0
754,1.25
755,0.25
756,0.75
757,0.25
758,0.75
759,0.25
760,0.75
761,0.25
762,0.25
763,1.0
764,0.875
765,0.875
766,0.25
767,0.75
768,0.25
769,0.75
770,0.25
771,0.25
772,0.75
773,1.25
774,0.25
775,0.25
776,1.0
777,0.25
778,0.25
779,0.75
780,0.25
781,0.75
782,0.25
783,0.75
784,1.0
785,1.0
786,0.25
787,0.25
788,0.75
789,0.25
790,0.75
791,0.25
792,0.75
793,1.0
794,1.0
795,0.25
796,1.0
797,0.25
798,0.875
799,0.25
800,0.75
801,0.25
802,0.75
803,0.75
804,1.125
805,1.0
806,0.25
807,1.0
808,0.25
809,0.25
810,0.875
811,0.25
812,0.25
813,0.75
814,0.25
815,1.0
816,0.25
817,0.75
818,0.25
819,0.75
820,0.25
821,0.75
822,0.25
823,1.0
824,0.25
825,1.25
826,0.25
827,1.25
828,0.25
829,0.25
830,0.75
831,0.25
832,0.75
833,0.25
834,0.75
835,0.25
836,1.0
837,0.875
838,0.875
839,0.25
840,0.75
841,0.25
842,0.75
843,0.25
844,1.0
845,0.25
846,0.75
847,0.25
848,1.0
849,0.25
850,0.75
851,0.25
852,0.25
853,0.75
854,0.75
855,1.25
856,0.75
857,1.0
858,0.25
859,0.75
860,0.25
861,0.25
862,1.0
863,0.25
864,0.75
865,0.875
866,0.875
867,0.25
868,0.875
869,0.25
870,0.25
871,1.0
872,0.25
873,0.75
874,0.25
875,1.0
876,1.125
877,0.25
878,0.25
879,0.25
880,0.75
881,0.25
882,0.75
883,0.25
884,0.75
885,1.0
886,0.25
887,0.75
888,1.125
889,1.0
890,0.75
891,0.25
892,1.0
893,0.25
894,0.75
895,0.25
896,0.25
897,0.75
898,0.25
899,0.75
900,0.25
901,0.25
902,0.875
903,0.25
904,0.75
905,0.875
906,1.25
907,0.75
908,1.0
909,0.25
910,1.0
911,0.25
912,0.75
913,0.25
914,1.0
915,0.25
916,0.25
917,0.75
918,0.25
919,0.75
920,0.25
921,0.75
922,0.25
923,1.0
924,1.0
925,0.75
926,0.25
927,0.75
928,0.25
929,0.75
930,0.25
931,1.0
932,0.25
933,0.75
934,0.25
935,1.0
936,0.25
937,1.0
938,0.25
939,0.25
940,0.75
941,0.25
942,0.75
943,0.25
944,0.75
945,0.25
946,0.75
947,0.25
948,0.75
949,0.875
950,0.875
951,0.875
952,1.125
953,0.25
954,0.75
955,0.25
956,0.75
957,0.25
958,0.25
959,0.75
960,0.25
961,0.875
962,0.25
963,1.0
964,0.25
965,0.75
966,0.25
967,0.75
968,1.0
969,0.25
970,0.75
971,0.25
972,0.75
973,0.25
974,0.75
975,0.25
976,0.25
977,0.75
978,0.25
979,0.75
980,0.25
981,0.75
982,0.25
983,0.75
984,1.0
985,0.875
986,1.0
987,0.75
988,0.875
989,1.0
990,0.25
991,1.0
992,0.25
993,0.75
994,0.25
995,0.25
996,1.0
997,0.25
998,0.75
999,0.25
1000,0.25
1001,1.0
1002,0.25
1003,0.75
1004,0.25
1005,0.75
1006,0.25
1007,0.75
1008,0.25
1009,0.75
1010,0.25
1011,0.25
1012,0.75
1013,0.25
1014,0.75
1015,0.25
1016,1.0
1017,0.25
1018,0.75
1019,1.0
